trial#,pattern,answer,correct,recentAccuracy,modality,playstamp,playendstamp,enterstamp
68,d(5),5,1,0.666666666666667,ERM 1,378529,379531,380393
69,e(6),7,0,0.666666666666667,ERM 1,381297,382299,383541
70,a(3),3,1,0.708333333333333,ERM 1,384540,385543,389077
71,g(7),0,0,0.708333333333333,ERM 1,390045,391047,394134
72,l(3),4,0,0.666666666666667,ERM 1,394919,395921,397502
73,k(2),3,0,0.625,ERM 1,398751,399755,400507
74,i(1),1,1,0.625,ERM 1,401444,402446,403336
75,f(7),0,0,0.583333333333333,ERM 1,404203,405205,406204
76,l(3),4,0,0.541666666666667,ERM 1,407296,408299,410099
77,l(3),3,1,0.583333333333333,ERM 1,410940,411942,412953
78,j(1),1,1,0.583333333333333,ERM 1,413887,414889,415764
79,a(3),3,1,0.583333333333333,ERM 1,416607,417609,419318
80,f(7),0,0,0.541666666666667,ERM 1,420112,421114,422060
81,k(2),3,0,0.5,ERM 1,422873,423875,424578
82,b(4),3,0,0.458333333333333,ERM 1,426267,427270,431303
83,i(1),1,1,0.458333333333333,ERM 1,432299,433302,434389
84,c(5),5,1,0.5,ERM 1,435239,436241,437490
85,e(6),6,1,0.541666666666667,ERM 1,438244,439246,443162
86,i(1),1,1,0.541666666666667,ERM 1,444099,445101,445840
87,k(2),3,0,0.5,ERM 1,446732,447734,448384
88,g(7),7,1,0.5,ERM 1,449161,450164,451534
89,h(0),0,1,0.541666666666667,ERM 1,452330,453332,454106
90,d(5),5,1,0.541666666666667,ERM 1,455136,456139,456838
91,e(6),6,1,0.583333333333333,ERM 1,457664,458666,460605
92,i(1),1,1,0.583333333333333,ERM 1,461568,462570,464104
93,a(3),4,0,0.583333333333333,ERM 1,464846,465848,467691
94,d(5),5,1,0.583333333333333,ERM 1,468618,469621,470292
95,g(7),7,1,0.625,ERM 1,471172,472174,474241
96,b(4),3,0,0.625,ERM 1,475571,476573,479887
