trial#,pattern,answer,correct,recentAccuracy,modality,playstamp,playendstamp,enterstamp
70,c(5),5,1,0.208333333333333,ERM 1,920327,916000,920327
71,k(2),5,0,0.208333333333333,ERM 1,925822,921329,925822
72,c(5),5,1,0.25,ERM 1,933894,926823,933894
73,f(7),5,0,0.208333333333333,ERM 1,939141,934902,939141
74,g(7),5,0,0.208333333333333,ERM 1,944822,940143,944822
75,i(1),5,0,0.208333333333333,ERM 1,951358,945824,951358
76,l(3),5,0,0.166666666666667,ERM 1,957990,952360,957990
77,b(4),5,0,0.166666666666667,ERM 1,963494,958999,963494
78,d(5),5,1,0.208333333333333,ERM 1,969215,964496,969215
79,j(1),5,0,0.208333333333333,ERM 1,974877,970216,974878
80,h(0),5,0,0.208333333333333,ERM 1,980742,975887,980742
81,h(0),5,0,0.208333333333333,ERM 1,987214,981744,987214
82,l(3),5,0,0.208333333333333,ERM 1,992886,988216,992886
83,i(1),5,0,0.166666666666667,ERM 1,999607,993897,999607
84,f(7),5,0,0.166666666666667,ERM 1,1006294,1000609,1006294
85,j(1),5,0,0.166666666666667,ERM 1,1012677,1007296,1012678
86,i(1),5,0,0.166666666666667,ERM 1,1018022,1013679,1018022
87,l(3),5,0,0.166666666666667,ERM 1,1023534,1019031,1023534
88,c(5),5,1,0.208333333333333,ERM 1,1029126,1024536,1029126
89,i(1),5,0,0.208333333333333,ERM 1,1034566,1030128,1034566
90,d(5),5,1,0.25,ERM 1,1040486,1035568,1040486
91,i(1),5,0,0.25,ERM 1,1045350,1041495,1045350
92,c(5),5,1,0.25,ERM 1,1050533,1046351,1050534
93,k(2),5,0,0.25,ERM 1,1055462,1051535,1055462
94,g(7),5,0,0.208333333333333,ERM 1,1061197,1056475,1061198
95,f(7),5,0,0.208333333333333,ERM 1,1068542,1062200,1068543
96,e(6),5,0,0.166666666666667,ERM 1,1075046,1069551,1075047
