id,trial#,realPattern,userAnswer,correct,playstamp,enterstamp
p11,89,n,3142,1,3407314,3410534
p11,90,z,1234,1,3410876,3413538
p11,91,b,1343,1,3414577,3419102
p11,92,u,1342,1,3421202,3423848
p11,93,h,1324,1,3424719,3429044
p11,94,z,1234,1,3429406,3432550
p11,95,p,3123,1,3432936,3436787
p11,96,e,2134,1,3437234,3441431
p11,97,s,2143,1,3441983,3445132
p11,98,p,3123,1,3446167,3448964
p11,99,z,1234,1,3449343,3454444
p11,100,n,3142,1,3454895,3459102
p11,101,z,1234,1,3459898,3463284
p11,102,p,3123,1,3463724,3466649
p11,103,n,3142,1,3467180,3469900
p11,104,u,1342,1,3470345,3472836
p11,105,n,3142,1,3473253,3476709
p11,106,p,3123,1,3477085,3480552
p11,107,y,1424,1,3480882,3484310
p11,108,x,1423,1,3484582,3490100
p11,109,e,2134,1,3493229,3496697
p11,110,n,3142,1,3497580,3501367
p11,111,z,1234,1,3501906,3504928
p11,112,z,1234,1,3505282,3508378
p11,113,z,1234,1,3508790,3512242
p11,114,d,2434,1,3512737,3516618
p11,115,d,2434,1,3517005,3520195
p11,116,u,1342,1,3520513,3523900
p11,117,p,3123,1,3524820,3529295
p11,118,p,3123,1,3532076,3540286
p11,119,d,2434,1,3541290,3545361
p11,120,x,1423,1,3545832,3548694
p11,121,z,1234,1,3549099,3551810
p11,122,s,2143,1,3552185,3555192
p11,123,s,2143,1,3555505,3558689
p11,124,e,2134,1,3558988,3563537
p11,125,s,2143,1,3563895,3567440
p11,126,b,1343,1,3568029,3571268
p11,127,z,1234,1,3571624,3574553
p11,128,u,1342,1,3574947,3577864
p11,129,h,1324,1,3578237,3582156
p11,130,e,2134,1,3587301,3590159
p11,131,y,1424,1,3590519,3593502
p11,132,y,1424,1,3594064,3597700
p11,133,b,1343,1,3598070,3601509
p11,134,n,3142,1,3601877,3605167
p11,135,b,1343,1,3605538,3608612
p11,136,p,3123,1,3608913,3611756
p11,137,s,2143,1,3612076,3615551
p11,138,h,1324,1,3615863,3618643
p11,139,e,2134,1,3618998,3621410
p11,140,u,1342,1,3622583,3626161
p11,141,n,3142,1,3629069,3633822
p11,142,b,1343,1,3634833,3638175
p11,143,n,3142,1,3640280,3644982
p11,144,b,1343,1,3647201,3650325
p11,145,y,1424,1,3651100,3654081
p11,146,y,1424,1,3654909,3657785
p11,147,e,2134,1,3662686,3666906
p11,148,e,2134,1,3667714,3673339
p11,149,n,3142,1,3674542,3677870
p11,150,b,1343,1,3678435,3681194
p11,151,n,3142,1,3681900,3685557
p11,152,p,3123,1,3687000,3689557
p11,153,n,3142,1,3689957,3700443
p11,154,e,2134,1,3700880,3704747
p11,155,s,2143,1,3705417,3708782
p11,156,s,2143,1,3709093,3711755
p11,157,n,3142,1,3712175,3716568
p11,158,s,2143,1,3716865,3719752
p11,159,y,1424,1,3720043,3722717
p11,160,b,1343,1,3723206,3727732
p11,161,p,3123,1,3728027,3731238
p11,162,n,3142,1,3731631,3738075
p11,163,x,1423,1,3738394,3741423
p11,164,x,1423,1,3741788,3745124
p11,165,e,2134,1,3745461,3749707
p11,166,s,2143,1,3750226,3753182
p11,167,n,3142,1,3756998,3766850
p11,168,d,2434,1,3767216,3770707
p11,169,u,1342,1,3771158,3774759
p11,170,x,1423,1,3775745,3782329
p11,171,y,1424,1,3783066,3786242
p11,172,b,1343,1,3786828,3790172
